'sample interval','i','ii','iii','avr','avl','avf','v1','v2','v3','v4','v5','v6','vx','vy','vz'
4716,0.519,0.625,0.106,-0.572,0.206,0.365,0.258,0.076,0.647,0.385,-0.091,-0.038,-0.022,0.256,-0.226
4717,0.512,0.626,0.114,-0.569,0.200,0.369,0.260,0.080,0.649,0.384,-0.094,-0.051,-0.029,0.263,-0.226
4718,0.491,0.614,0.123,-0.552,0.184,0.368,0.256,0.077,0.646,0.382,-0.096,-0.051,-0.029,0.270,-0.226
4719,0.491,0.606,0.116,-0.548,0.188,0.360,0.249,0.072,0.642,0.377,-0.099,-0.051,-0.028,0.256,-0.228
4720,0.496,0.600,0.104,-0.548,0.196,0.352,0.240,0.066,0.636,0.369,-0.106,-0.068,-0.040,0.248,-0.225
4721,0.492,0.605,0.113,-0.548,0.190,0.358,0.252,0.071,0.642,0.373,-0.102,-0.059,-0.039,0.253,-0.225
4722,0.503,0.619,0.115,-0.561,0.195,0.367,0.265,0.082,0.649,0.378,-0.096,-0.050,-0.033,0.257,-0.225
4723,0.508,0.616,0.108,-0.562,0.201,0.362,0.258,0.077,0.647,0.378,-0.095,-0.049,-0.035,0.251,-0.223
4724,0.511,0.620,0.108,-0.566,0.202,0.364,0.263,0.079,0.651,0.382,-0.092,-0.050,-0.042,0.249,-0.231
4725,0.507,0.629,0.122,-0.568,0.193,0.376,0.263,0.079,0.656,0.387,-0.087,-0.040,-0.038,0.259,-0.238
4726,0.496,0.623,0.127,-0.559,0.184,0.374,0.253,0.070,0.647,0.381,-0.093,-0.051,-0.041,0.253,-0.233
4727,0.493,0.608,0.115,-0.550,0.189,0.361,0.257,0.072,0.644,0.374,-0.099,-0.065,-0.043,0.243,-0.222
4728,0.496,0.602,0.107,-0.549,0.195,0.354,0.257,0.073,0.645,0.374,-0.097,-0.059,-0.032,0.246,-0.218
4729,0.501,0.607,0.106,-0.554,0.198,0.356,0.257,0.073,0.647,0.373,-0.096,-0.057,-0.033,0.251,-0.223
4730,0.504,0.610,0.106,-0.556,0.199,0.357,0.258,0.073,0.649,0.374,-0.095,-0.054,-0.035,0.246,-0.220
4731,0.503,0.618,0.115,-0.561,0.195,0.366,0.256,0.072,0.647,0.374,-0.095,-0.052,-0.034,0.247,-0.216
4732,0.507,0.621,0.114,-0.564,0.197,0.367,0.256,0.074,0.646,0.373,-0.095,-0.051,-0.034,0.246,-0.218
4733,0.520,0.623,0.103,-0.572,0.208,0.363,0.256,0.074,0.647,0.373,-0.097,-0.050,-0.033,0.246,-0.221
4734,0.514,0.625,0.111,-0.570,0.202,0.367,0.256,0.073,0.646,0.372,-0.097,-0.053,-0.036,0.249,-0.221
4735,0.500,0.615,0.116,-0.557,0.192,0.365,0.254,0.071,0.645,0.371,-0.097,-0.051,-0.035,0.242,-0.217
4736,0.500,0.612,0.112,-0.556,0.195,0.361,0.255,0.075,0.646,0.373,-0.095,-0.046,-0.030,0.244,-0.220
4737,0.501,0.613,0.112,-0.557,0.195,0.362,0.258,0.077,0.648,0.374,-0.095,-0.049,-0.033,0.248,-0.222
4738,0.501,0.614,0.113,-0.557,0.195,0.363,0.262,0.075,0.648,0.374,-0.095,-0.049,-0.037,0.248,-0.223
4739,0.503,0.614,0.111,-0.558,0.196,0.362,0.261,0.075,0.647,0.373,-0.096,-0.049,-0.035,0.250,-0.222
4740,0.504,0.615,0.112,-0.559,0.197,0.363,0.258,0.073,0.646,0.373,-0.094,-0.044,-0.030,0.245,-0.218
4741,0.500,0.612,0.113,-0.556,0.194,0.362,0.256,0.070,0.645,0.373,-0.096,-0.050,-0.038,0.240,-0.223
4742,0.497,0.604,0.107,-0.550,0.196,0.355,0.255,0.070,0.643,0.373,-0.099,-0.057,-0.043,0.239,-0.222
4743,0.490,0.598,0.107,-0.544,0.192,0.352,0.256,0.071,0.643,0.373,-0.097,-0.051,-0.035,0.246,-0.221
4744,0.485,0.595,0.110,-0.540,0.188,0.352,0.266,0.074,0.645,0.377,-0.095,-0.051,-0.036,0.247,-0.226
4745,0.497,0.601,0.104,-0.549,0.197,0.352,0.267,0.076,0.646,0.380,-0.093,-0.048,-0.036,0.246,-0.226
4746,0.506,0.611,0.105,-0.558,0.201,0.358,0.257,0.074,0.646,0.380,-0.092,-0.045,-0.035,0.251,-0.227
4747,0.503,0.609,0.105,-0.556,0.199,0.357,0.259,0.076,0.646,0.382,-0.088,-0.035,-0.029,0.243,-0.221
4748,0.505,0.604,0.099,-0.555,0.203,0.351,0.258,0.075,0.641,0.378,-0.095,-0.043,-0.034,0.237,-0.215
4749,0.498,0.605,0.107,-0.551,0.196,0.356,0.260,0.077,0.642,0.376,-0.099,-0.055,-0.045,0.242,-0.223
4750,0.491,0.602,0.112,-0.546,0.190,0.357,0.262,0.077,0.644,0.378,-0.098,-0.051,-0.043,0.247,-0.224
4751,0.492,0.602,0.110,-0.547,0.192,0.355,0.260,0.079,0.643,0.378,-0.098,-0.053,-0.038,0.246,-0.221
4752,0.492,0.602,0.110,-0.547,0.191,0.356,0.261,0.080,0.642,0.379,-0.097,-0.054,-0.039,0.242,-0.218
4753,0.495,0.604,0.108,-0.549,0.194,0.356,0.262,0.080,0.643,0.378,-0.096,-0.053,-0.042,0.243,-0.220
4754,0.496,0.614,0.118,-0.555,0.189,0.366,0.263,0.079,0.644,0.380,-0.092,-0.049,-0.043,0.248,-0.223
4755,0.503,0.613,0.110,-0.558,0.197,0.361,0.258,0.074,0.639,0.375,-0.098,-0.059,-0.043,0.244,-0.219
4756,0.500,0.603,0.103,-0.551,0.199,0.353,0.250,0.070,0.637,0.374,-0.100,-0.062,-0.042,0.237,-0.217
4757,0.495,0.609,0.114,-0.552,0.191,0.361,0.257,0.070,0.639,0.375,-0.098,-0.060,-0.041,0.246,-0.221
4758,0.503,0.612,0.109,-0.557,0.198,0.360,0.265,0.076,0.639,0.374,-0.101,-0.062,-0.043,0.251,-0.222
4759,0.501,0.612,0.111,-0.556,0.196,0.361,0.263,0.077,0.640,0.376,-0.099,-0.059,-0.041,0.243,-0.220
4760,0.495,0.609,0.115,-0.552,0.190,0.362,0.261,0.072,0.640,0.374,-0.100,-0.060,-0.044,0.244,-0.218
4761,0.487,0.602,0.115,-0.544,0.186,0.358,0.258,0.070,0.637,0.372,-0.100,-0.060,-0.044,0.244,-0.217
4762,0.478,0.591,0.114,-0.534,0.182,0.352,0.256,0.068,0.636,0.369,-0.103,-0.066,-0.050,0.241,-0.220
4763,0.488,0.598,0.110,-0.543,0.189,0.353,0.262,0.072,0.639,0.372,-0.102,-0.067,-0.051,0.244,-0.225
4764,0.500,0.606,0.107,-0.553,0.197,0.356,0.261,0.074,0.642,0.378,-0.097,-0.059,-0.043,0.242,-0.222
4765,0.487,0.598,0.111,-0.542,0.188,0.354,0.257,0.072,0.639,0.374,-0.100,-0.059,-0.046,0.242,-0.221
4766,0.488,0.599,0.111,-0.543,0.189,0.354,0.256,0.073,0.638,0.372,-0.101,-0.060,-0.046,0.244,-0.219
4767,0.493,0.596,0.103,-0.544,0.195,0.349,0.260,0.075,0.643,0.377,-0.097,-0.057,-0.045,0.240,-0.216
4768,0.500,0.602,0.102,-0.551,0.199,0.352,0.264,0.076,0.644,0.379,-0.093,-0.052,-0.043,0.234,-0.219
4769,0.504,0.611,0.106,-0.557,0.199,0.358,0.258,0.066,0.641,0.377,-0.094,-0.051,-0.045,0.237,-0.221
4770,0.497,0.607,0.110,-0.551,0.194,0.358,0.263,0.074,0.639,0.373,-0.100,-0.055,-0.042,0.244,-0.218
4771,0.497,0.607,0.109,-0.552,0.194,0.358,0.266,0.082,0.639,0.373,-0.102,-0.056,-0.037,0.241,-0.216
4772,0.496,0.608,0.113,-0.552,0.192,0.360,0.260,0.074,0.637,0.373,-0.099,-0.054,-0.041,0.239,-0.219
4773,0.498,0.603,0.104,-0.550,0.197,0.353,0.255,0.068,0.633,0.370,-0.102,-0.057,-0.039,0.236,-0.218
4774,0.501,0.606,0.105,-0.553,0.199,0.355,0.256,0.067,0.632,0.372,-0.101,-0.054,-0.040,0.236,-0.221
4775,0.502,0.610,0.108,-0.555,0.197,0.359,0.262,0.076,0.637,0.376,-0.094,-0.051,-0.036,0.237,-0.225
4776,0.505,0.604,0.098,-0.554,0.204,0.350,0.261,0.074,0.637,0.376,-0.096,-0.052,-0.040,0.227,-0.222
4777,0.501,0.606,0.104,-0.553,0.199,0.355,0.258,0.070,0.633,0.372,-0.100,-0.057,-0.043,0.229,-0.222
4778,0.501,0.613,0.113,-0.557,0.195,0.362,0.258,0.071,0.634,0.373,-0.099,-0.059,-0.046,0.236,-0.224
4779,0.515,0.628,0.113,-0.572,0.201,0.370,0.262,0.073,0.638,0.380,-0.091,-0.047,-0.042,0.231,-0.224
4780,0.514,0.627,0.114,-0.571,0.200,0.371,0.265,0.079,0.641,0.381,-0.092,-0.046,-0.035,0.232,-0.218
4781,0.512,0.623,0.112,-0.568,0.200,0.367,0.268,0.079,0.641,0.382,-0.093,-0.053,-0.041,0.232,-0.217
4782,0.511,0.619,0.109,-0.565,0.201,0.364,0.268,0.077,0.640,0.383,-0.093,-0.051,-0.041,0.235,-0.221
4783,0.486,0.596,0.110,-0.541,0.189,0.352,0.262,0.074,0.633,0.376,-0.099,-0.058,-0.042,0.241,-0.218
4784,0.474,0.580,0.106,-0.527,0.183,0.344,0.257,0.068,0.629,0.369,-0.104,-0.066,-0.044,0.238,-0.221
4785,0.476,0.588,0.111,-0.532,0.183,0.349,0.260,0.071,0.633,0.374,-0.099,-0.062,-0.044,0.244,-0.222
4786,0.481,0.595,0.114,-0.538,0.184,0.354,0.264,0.075,0.635,0.377,-0.097,-0.059,-0.043,0.246,-0.223
4787,0.483,0.594,0.111,-0.538,0.186,0.352,0.265,0.078,0.641,0.381,-0.093,-0.057,-0.049,0.238,-0.228
4788,0.472,0.581,0.108,-0.526,0.182,0.344,0.262,0.073,0.635,0.374,-0.095,-0.062,-0.045,0.230,-0.220
4789,0.476,0.575,0.099,-0.525,0.189,0.337,0.259,0.071,0.629,0.368,-0.102,-0.065,-0.040,0.237,-0.216
4790,0.501,0.602,0.101,-0.551,0.201,0.351,0.261,0.075,0.638,0.378,-0.096,-0.059,-0.044,0.250,-0.226
4791,0.506,0.618,0.112,-0.562,0.198,0.364,0.263,0.076,0.643,0.383,-0.089,-0.050,-0.042,0.253,-0.227
4792,0.499,0.622,0.123,-0.561,0.189,0.372,0.262,0.075,0.648,0.391,-0.082,-0.046,-0.040,0.266,-0.229
4793,0.502,0.621,0.119,-0.561,0.192,0.370,0.256,0.071,0.647,0.390,-0.086,-0.056,-0.044,0.254,-0.229
4794,0.510,0.627,0.118,-0.569,0.196,0.372,0.244,0.064,0.644,0.385,-0.091,-0.057,-0.049,0.254,-0.231
4795,0.504,0.638,0.134,-0.572,0.185,0.386,0.254,0.066,0.650,0.391,-0.084,-0.049,-0.048,0.279,-0.239
4796,0.500,0.634,0.135,-0.567,0.182,0.385,0.266,0.074,0.658,0.398,-0.075,-0.042,-0.042,0.288,-0.242
4797,0.514,0.643,0.130,-0.579,0.192,0.387,0.257,0.071,0.658,0.398,-0.073,-0.040,-0.035,0.297,-0.240
4798,0.512,0.645,0.133,-0.579,0.190,0.389,0.256,0.072,0.664,0.403,-0.068,-0.034,-0.034,0.292,-0.242
4799,0.505,0.644,0.140,-0.575,0.183,0.392,0.254,0.070,0.666,0.404,-0.065,-0.034,-0.042,0.287,-0.242
4800,0.500,0.649,0.150,-0.575,0.174,0.400,0.251,0.064,0.661,0.403,-0.067,-0.037,-0.044,0.293,-0.240
4801,0.496,0.656,0.161,-0.576,0.168,0.408,0.252,0.064,0.664,0.406,-0.064,-0.034,-0.041,0.302,-0.240
4802,0.488,0.654,0.167,-0.572,0.161,0.410,0.254,0.064,0.666,0.406,-0.065,-0.036,-0.045,0.307,-0.245
4803,0.491,0.655,0.165,-0.573,0.164,0.410,0.254,0.062,0.669,0.411,-0.062,-0.035,-0.048,0.306,-0.252
4804,0.501,0.661,0.161,-0.582,0.171,0.411,0.252,0.061,0.673,0.415,-0.058,-0.032,-0.043,0.307,-0.251
4805,0.499,0.665,0.167,-0.582,0.166,0.416,0.254,0.064,0.676,0.419,-0.054,-0.032,-0.042,0.316,-0.251
4806,0.506,0.673,0.168,-0.590,0.170,0.420,0.251,0.062,0.675,0.420,-0.054,-0.030,-0.037,0.320,-0.252
4807,0.509,0.676,0.168,-0.593,0.171,0.422,0.250,0.064,0.679,0.424,-0.050,-0.022,-0.033,0.318,-0.252
4808,0.513,0.679,0.167,-0.597,0.173,0.423,0.252,0.067,0.683,0.427,-0.048,-0.022,-0.030,0.316,-0.255
4809,0.517,0.681,0.165,-0.600,0.176,0.423,0.253,0.068,0.683,0.428,-0.047,-0.021,-0.029,0.311,-0.258
4810,0.517,0.681,0.165,-0.599,0.176,0.423,0.253,0.069,0.684,0.430,-0.045,-0.018,-0.029,0.310,-0.260
4811,0.516,0.673,0.157,-0.595,0.180,0.415,0.240,0.065,0.679,0.424,-0.051,-0.025,-0.023,0.300,-0.254
4812,0.517,0.672,0.156,-0.595,0.180,0.414,0.239,0.064,0.673,0.418,-0.057,-0.032,-0.024,0.303,-0.250
4813,0.520,0.679,0.160,-0.600,0.180,0.419,0.244,0.066,0.679,0.423,-0.053,-0.027,-0.025,0.308,-0.253
4814,0.519,0.678,0.160,-0.599,0.180,0.419,0.237,0.064,0.680,0.424,-0.050,-0.024,-0.025,0.305,-0.253
4815,0.527,0.685,0.159,-0.606,0.184,0.422,0.233,0.060,0.676,0.422,-0.051,-0.024,-0.024,0.306,-0.254
4816,0.529,0.695,0.166,-0.612,0.181,0.430,0.227,0.057,0.679,0.425,-0.044,-0.011,-0.018,0.306,-0.254
4817,0.539,0.709,0.170,-0.625,0.185,0.440,0.222,0.051,0.680,0.428,-0.043,-0.015,-0.022,0.315,-0.259
4818,0.546,0.709,0.163,-0.627,0.192,0.436,0.216,0.049,0.681,0.428,-0.043,-0.019,-0.023,0.318,-0.258
4819,0.533,0.706,0.172,-0.620,0.180,0.439,0.216,0.051,0.686,0.432,-0.036,-0.011,-0.018,0.312,-0.258
4820,0.528,0.711,0.183,-0.620,0.173,0.447,0.215,0.047,0.691,0.438,-0.034,-0.011,-0.019,0.325,-0.259
4821,0.541,0.723,0.182,-0.632,0.179,0.453,0.202,0.040,0.688,0.440,-0.028,-0.002,-0.011,0.342,-0.253
4822,0.548,0.737,0.189,-0.643,0.180,0.463,0.197,0.033,0.688,0.444,-0.021,0.004,-0.007,0.349,-0.248
4823,0.534,0.743,0.208,-0.638,0.164,0.475,0.189,0.025,0.684,0.446,-0.018,0.005,-0.013,0.361,-0.244
4824,0.537,0.744,0.207,-0.640,0.165,0.475,0.181,0.019,0.680,0.444,-0.018,0.015,-0.006,0.369,-0.239
4825,0.544,0.743,0.200,-0.644,0.172,0.471,0.169,0.009,0.674,0.439,-0.023,0.013,-0.004,0.376,-0.229
4826,0.548,0.753,0.205,-0.650,0.172,0.479,0.154,-0.003,0.667,0.435,-0.020,0.013,0.000,0.390,-0.218
4827,0.557,0.760,0.203,-0.659,0.177,0.481,0.154,-0.003,0.669,0.438,-0.015,0.019,0.002,0.398,-0.210
4828,0.555,0.758,0.203,-0.656,0.176,0.481,0.149,-0.009,0.659,0.429,-0.020,0.014,-0.004,0.398,-0.203
4829,0.557,0.755,0.198,-0.656,0.180,0.476,0.143,-0.019,0.651,0.424,-0.025,0.015,0.001,0.398,-0.199
4830,0.565,0.765,0.201,-0.665,0.181,0.483,0.139,-0.023,0.654,0.430,-0.021,0.018,0.005,0.398,-0.202
4831,0.565,0.769,0.205,-0.667,0.179,0.487,0.141,-0.021,0.655,0.432,-0.017,0.023,0.007,0.394,-0.206
4832,0.578,0.769,0.192,-0.674,0.194,0.480,0.138,-0.019,0.652,0.428,-0.018,0.027,0.018,0.382,-0.201
4833,0.586,0.759,0.174,-0.673,0.206,0.467,0.138,-0.017,0.644,0.416,-0.029,0.011,0.019,0.365,-0.193
4834,0.589,0.751,0.163,-0.669,0.212,0.457,0.150,-0.009,0.643,0.412,-0.034,0.007,0.019,0.362,-0.191
4835,0.595,0.754,0.160,-0.674,0.217,0.457,0.149,-0.009,0.642,0.410,-0.032,0.017,0.030,0.354,-0.183
4836,0.600,0.754,0.155,-0.676,0.222,0.455,0.152,-0.009,0.641,0.408,-0.031,0.018,0.024,0.351,-0.191
4837,0.610,0.753,0.144,-0.682,0.233,0.449,0.147,-0.013,0.635,0.402,-0.037,0.009,0.026,0.346,-0.188
4838,0.614,0.751,0.138,-0.682,0.238,0.445,0.148,-0.009,0.635,0.401,-0.036,0.013,0.043,0.335,-0.181
4839,0.616,0.752,0.138,-0.684,0.238,0.446,0.158,-0.002,0.643,0.407,-0.031,0.018,0.038,0.338,-0.193
4840,0.620,0.748,0.129,-0.684,0.245,0.439,0.160,0.003,0.645,0.409,-0.030,0.017,0.045,0.338,-0.192
4841,0.624,0.749,0.125,-0.686,0.249,0.436,0.168,0.011,0.651,0.414,-0.026,0.024,0.052,0.335,-0.197
4842,0.613,0.724,0.112,-0.668,0.250,0.418,0.171,0.014,0.647,0.407,-0.036,0.010,0.042,0.310,-0.197
4843,0.611,0.699,0.088,-0.655,0.262,0.394,0.177,0.017,0.643,0.400,-0.043,0.006,0.053,0.292,-0.187
4844,0.622,0.707,0.086,-0.664,0.269,0.396,0.186,0.026,0.651,0.407,-0.031,0.018,0.057,0.291,-0.193
4845,0.628,0.707,0.079,-0.667,0.275,0.393,0.192,0.031,0.653,0.406,-0.035,0.015,0.056,0.283,-0.194
4846,0.630,0.703,0.073,-0.666,0.279,0.388,0.191,0.030,0.651,0.402,-0.040,0.014,0.064,0.286,-0.194
4847,0.603,0.686,0.084,-0.644,0.260,0.385,0.190,0.030,0.652,0.403,-0.038,0.012,0.052,0.285,-0.200
4848,0.587,0.678,0.091,-0.632,0.247,0.385,0.193,0.029,0.648,0.398,-0.045,0.003,0.040,0.281,-0.199
4849,0.595,0.686,0.092,-0.640,0.251,0.389,0.194,0.029,0.648,0.400,-0.044,0.005,0.038,0.285,-0.203
4850,0.604,0.698,0.095,-0.650,0.254,0.397,0.193,0.026,0.644,0.400,-0.043,0.006,0.035,0.284,-0.204
4851,0.598,0.699,0.102,-0.648,0.248,0.400,0.194,0.027,0.635,0.391,-0.050,0.003,0.030,0.291,-0.202
4852,0.589,0.694,0.105,-0.641,0.242,0.400,0.188,0.018,0.629,0.383,-0.058,-0.001,0.019,0.300,-0.201
4853,0.578,0.687,0.110,-0.632,0.234,0.399,0.187,0.014,0.625,0.379,-0.062,-0.006,0.016,0.293,-0.195
4854,0.567,0.675,0.110,-0.621,0.228,0.393,0.194,0.022,0.624,0.377,-0.066,-0.009,0.012,0.293,-0.199
4855,0.562,0.677,0.115,-0.620,0.224,0.396,0.191,0.015,0.625,0.376,-0.068,-0.009,0.005,0.297,-0.203
4856,0.554,0.666,0.113,-0.610,0.221,0.390,0.193,0.015,0.621,0.373,-0.072,-0.017,0.001,0.283,-0.200
4857,0.555,0.673,0.118,-0.614,0.218,0.396,0.204,0.022,0.626,0.377,-0.070,-0.015,-0.002,0.292,-0.212
4858,0.550,0.676,0.127,-0.614,0.212,0.402,0.211,0.028,0.635,0.383,-0.066,-0.012,-0.004,0.301,-0.212
4859,0.529,0.653,0.125,-0.592,0.202,0.390,0.221,0.036,0.636,0.382,-0.072,-0.029,-0.022,0.289,-0.215
4860,0.521,0.655,0.135,-0.588,0.193,0.395,0.235,0.046,0.646,0.389,-0.066,-0.025,-0.025,0.289,-0.225
4861,0.515,0.651,0.137,-0.584,0.190,0.394,0.241,0.051,0.649,0.393,-0.064,-0.026,-0.021,0.285,-0.223
4862,0.510,0.645,0.136,-0.578,0.187,0.391,0.252,0.059,0.652,0.394,-0.068,-0.033,-0.031,0.290,-0.230
4863,0.501,0.640,0.139,-0.571,0.181,0.390,0.255,0.061,0.652,0.391,-0.072,-0.035,-0.035,0.292,-0.230
4864,0.473,0.611,0.138,-0.542,0.168,0.374,0.250,0.056,0.641,0.380,-0.083,-0.048,-0.041,0.280,-0.229
4865,0.476,0.602,0.126,-0.539,0.175,0.363,0.249,0.056,0.640,0.376,-0.086,-0.052,-0.043,0.270,-0.232
4866,0.490,0.614,0.123,-0.552,0.183,0.368,0.254,0.059,0.642,0.378,-0.084,-0.050,-0.046,0.267,-0.237
4867,0.482,0.604,0.121,-0.543,0.180,0.362,0.265,0.068,0.645,0.380,-0.085,-0.045,-0.043,0.259,-0.234
4868,0.483,0.593,0.110,-0.538,0.187,0.351,0.270,0.074,0.645,0.378,-0.088,-0.052,-0.043,0.246,-0.231
4869,0.483,0.591,0.108,-0.537,0.188,0.349,0.274,0.079,0.646,0.376,-0.089,-0.051,-0.047,0.234,-0.234
4870,0.478,0.573,0.095,-0.526,0.192,0.335,0.272,0.075,0.635,0.362,-0.106,-0.065,-0.052,0.222,-0.224
4871,0.480,0.571,0.091,-0.525,0.195,0.331,0.272,0.073,0.629,0.354,-0.117,-0.077,-0.059,0.220,-0.220
4872,0.479,0.573,0.094,-0.526,0.193,0.334,0.276,0.075,0.629,0.353,-0.117,-0.074,-0.060,0.219,-0.222
4873,0.477,0.572,0.095,-0.524,0.191,0.334,0.273,0.070,0.624,0.348,-0.122,-0.077,-0.060,0.220,-0.220
4874,0.477,0.576,0.099,-0.526,0.190,0.337,0.273,0.072,0.625,0.350,-0.118,-0.073,-0.060,0.223,-0.220
4875,0.473,0.566,0.092,-0.520,0.191,0.329,0.276,0.074,0.623,0.346,-0.126,-0.084,-0.070,0.215,-0.220
4876,0.475,0.562,0.088,-0.519,0.194,0.326,0.275,0.071,0.620,0.340,-0.133,-0.089,-0.073,0.207,-0.216
4877,0.477,0.564,0.088,-0.520,0.195,0.326,0.271,0.069,0.615,0.338,-0.134,-0.087,-0.071,0.210,-0.213
4878,0.468,0.566,0.099,-0.516,0.184,0.332,0.271,0.070,0.614,0.339,-0.131,-0.080,-0.070,0.216,-0.216
4879,0.449,0.551,0.103,-0.500,0.172,0.328,0.272,0.066,0.612,0.334,-0.136,-0.093,-0.077,0.209,-0.214
4880,0.449,0.546,0.098,-0.497,0.176,0.322,0.275,0.067,0.610,0.329,-0.142,-0.104,-0.088,0.214,-0.216
4881,0.468,0.560,0.093,-0.514,0.187,0.327,0.272,0.070,0.614,0.333,-0.136,-0.092,-0.084,0.217,-0.218
4882,0.468,0.554,0.087,-0.511,0.190,0.321,0.268,0.065,0.611,0.332,-0.140,-0.096,-0.076,0.211,-0.210
4883,0.466,0.554,0.088,-0.509,0.189,0.321,0.271,0.067,0.611,0.333,-0.140,-0.098,-0.081,0.210,-0.210
4884,0.468,0.556,0.089,-0.512,0.189,0.323,0.274,0.070,0.611,0.333,-0.138,-0.099,-0.086,0.203,-0.211
4885,0.469,0.559,0.091,-0.514,0.189,0.325,0.274,0.069,0.611,0.332,-0.138,-0.095,-0.085,0.210,-0.214
4886,0.464,0.558,0.094,-0.511,0.185,0.326,0.275,0.068,0.610,0.333,-0.139,-0.095,-0.083,0.209,-0.211
4887,0.459,0.550,0.090,-0.504,0.184,0.320,0.275,0.068,0.610,0.331,-0.140,-0.097,-0.082,0.198,-0.208
4888,0.470,0.555,0.086,-0.512,0.192,0.321,0.270,0.067,0.609,0.333,-0.135,-0.091,-0.079,0.204,-0.211
4889,0.462,0.548,0.087,-0.505,0.187,0.318,0.270,0.067,0.609,0.332,-0.136,-0.098,-0.081,0.203,-0.214
4890,0.455,0.547,0.093,-0.501,0.180,0.320,0.274,0.068,0.609,0.331,-0.137,-0.100,-0.086,0.202,-0.216
4891,0.464,0.556,0.093,-0.509,0.185,0.325,0.275,0.068,0.608,0.330,-0.135,-0.094,-0.082,0.203,-0.216
4892,0.469,0.555,0.087,-0.511,0.191,0.321,0.275,0.067,0.608,0.330,-0.138,-0.103,-0.087,0.192,-0.216
4893,0.469,0.556,0.088,-0.512,0.190,0.323,0.273,0.066,0.607,0.330,-0.138,-0.103,-0.089,0.198,-0.217
4894,0.454,0.543,0.090,-0.498,0.181,0.317,0.269,0.063,0.603,0.326,-0.142,-0.103,-0.088,0.207,-0.216
4895,0.459,0.544,0.086,-0.501,0.186,0.315,0.273,0.067,0.607,0.328,-0.139,-0.102,-0.086,0.193,-0.214
4896,0.465,0.552,0.087,-0.508,0.189,0.320,0.270,0.066,0.608,0.331,-0.134,-0.095,-0.082,0.201,-0.215
4897,0.463,0.551,0.089,-0.507,0.187,0.320,0.265,0.059,0.601,0.323,-0.141,-0.104,-0.086,0.210,-0.214
4898,0.464,0.554,0.090,-0.509,0.187,0.322,0.271,0.064,0.604,0.322,-0.143,-0.104,-0.087,0.202,-0.216
4899,0.470,0.554,0.084,-0.512,0.194,0.319,0.266,0.062,0.603,0.323,-0.145,-0.104,-0.086,0.206,-0.214
4900,0.465,0.548,0.084,-0.506,0.191,0.316,0.261,0.057,0.599,0.321,-0.146,-0.103,-0.089,0.207,-0.215
4901,0.454,0.537,0.084,-0.496,0.185,0.311,0.265,0.058,0.600,0.320,-0.146,-0.102,-0.090,0.204,-0.217
4902,0.467,0.545,0.080,-0.506,0.194,0.312,0.266,0.060,0.603,0.323,-0.142,-0.096,-0.092,0.202,-0.218
4903,0.456,0.542,0.087,-0.498,0.184,0.315,0.258,0.057,0.603,0.323,-0.140,-0.092,-0.094,0.208,-0.214
4904,0.441,0.528,0.089,-0.484,0.176,0.309,0.273,0.065,0.604,0.323,-0.142,-0.100,-0.083,0.213,-0.209
4905,0.446,0.537,0.092,-0.492,0.177,0.315,0.281,0.071,0.609,0.327,-0.138,-0.094,-0.081,0.211,-0.214
4906,0.451,0.540,0.089,-0.495,0.180,0.315,0.260,0.059,0.602,0.324,-0.140,-0.097,-0.083,0.206,-0.212
4907,0.451,0.541,0.090,-0.496,0.180,0.316,0.268,0.065,0.603,0.325,-0.137,-0.097,-0.085,0.209,-0.216
4908,0.452,0.543,0.092,-0.497,0.179,0.318,0.278,0.072,0.608,0.328,-0.132,-0.092,-0.084,0.206,-0.213
4909,0.449,0.537,0.089,-0.492,0.179,0.313,0.270,0.064,0.603,0.325,-0.136,-0.091,-0.080,0.200,-0.212
4910,0.453,0.545,0.093,-0.499,0.179,0.320,0.274,0.066,0.607,0.329,-0.134,-0.090,-0.085,0.204,-0.222
4911,0.455,0.546,0.092,-0.500,0.181,0.320,0.271,0.065,0.604,0.328,-0.136,-0.093,-0.081,0.204,-0.214
4912,0.456,0.551,0.096,-0.504,0.180,0.324,0.272,0.066,0.605,0.328,-0.134,-0.090,-0.084,0.210,-0.217
4913,0.452,0.553,0.102,-0.502,0.175,0.328,0.272,0.068,0.613,0.334,-0.127,-0.090,-0.085,0.207,-0.224
4914,0.447,0.544,0.098,-0.495,0.174,0.321,0.271,0.068,0.616,0.334,-0.131,-0.100,-0.082,0.201,-0.223
4915,0.451,0.543,0.092,-0.497,0.179,0.318,0.295,0.088,0.629,0.341,-0.132,-0.107,-0.092,0.206,-0.233
4916,0.444,0.537,0.095,-0.490,0.174,0.317,0.306,0.099,0.639,0.346,-0.134,-0.112,-0.100,0.204,-0.244
4917,0.442,0.541,0.100,-0.491,0.171,0.320,0.308,0.102,0.646,0.349,-0.139,-0.124,-0.106,0.204,-0.254
4918,0.449,0.549,0.102,-0.499,0.173,0.326,0.329,0.123,0.673,0.369,-0.130,-0.128,-0.107,0.202,-0.272
4919,0.454,0.553,0.101,-0.503,0.176,0.328,0.340,0.138,0.687,0.380,-0.125,-0.127,-0.106,0.202,-0.284
4920,0.444,0.547,0.104,-0.495,0.170,0.326,0.347,0.144,0.687,0.373,-0.134,-0.138,-0.115,0.208,-0.286
